location,year,pathogen,antibiotic,n_tested,n_resistant
Pakistan,2020,Acinetobacter,meropenem,280,177
Pakistan,2020,Acinetobacter,tigecycline,116,48
Pakistan,2020,E.coli,ampicillin,221,209
Pakistan,2020,E.coli,cefepime,149,120
Pakistan,2020,E.coli,ceftazidime,44,32
Pakistan,2020,E.coli,ceftriaxone,463,381
Pakistan,2020,E.coli,ciprofloxacin,477,350
Pakistan,2020,E.coli,imipenem,476,110
Pakistan,2020,E.coli,levofloxacin,190,119
Pakistan,2020,E.coli,meropenem,382,85
Pakistan,2020,E.coli,tinidazole,463,381
Pakistan,2020,E.coli,trimethoprim/sulfamethoxazole,313,212
Pakistan,2020,K.pneumoniae,cefepime,151,125
Pakistan,2020,K.pneumoniae,ceftriaxone,245,195
Pakistan,2020,K.pneumoniae,ciprofloxacin,239,169
Pakistan,2020,K.pneumoniae,imipenem,247,118
Pakistan,2020,K.pneumoniae,trimethoprim/sulfamethoxazole,241,171
Pakistan,2020,Salmonella,ceftriaxone,1317,666
Pakistan,2020,Salmonella,ciprofloxacin,1304,930
Pakistan,2020,Salmonella,imipenem,630,4
Pakistan,2020,Salmonella,meropenem,1007,4
Pakistan,2020,S.aureus,meticillin,177,123
Pakistan,2020,Salmonella,ciprofloxacin,12,5
Pakistan,2020,Shigella,ciprofloxacin,18,5
Pakistan,2020,E.coli,ampicillin,4467,4053
Pakistan,2020,E.coli,cefepime,3115,2074
Pakistan,2020,E.coli,cefotaxime,460,354
Pakistan,2020,E.coli,ceftazidime,2371,1536
Pakistan,2020,E.coli,ceftriaxone,5735,4066
Pakistan,2020,E.coli,ciprofloxacin,5351,3791
Pakistan,2020,E.coli,imipenem,5852,334
Pakistan,2020,E.coli,levofloxacin,2649,1745
Pakistan,2020,E.coli,meropenem,5009,311
Pakistan,2020,E.coli,trimethoprim/sulfamethoxazole,3452,2327
Pakistan,2020,K.pneumoniae,cefepime,172,127
Pakistan,2020,K.pneumoniae,ceftriaxone,771,501
Pakistan,2020,K.pneumoniae,ciprofloxacin,721,398
Pakistan,2020,K.pneumoniae,imipenem,748,97
Pakistan,2020,K.pneumoniae,levofloxacin,30,16
Pakistan,2020,K.pneumoniae,trimethoprim/sulfamethoxazole,789,466
Peru,2019,N.gonorrhoeae,azithromycin,115,10
Peru,2019,N.gonorrhoeae,cefixime,115,0
Peru,2019,N.gonorrhoeae,ceftriaxone,115,0
Peru,2019,N.gonorrhoeae,ciprofloxacin,115,107
Peru,2019,N.gonorrhoeae,gentamicin,115,11
Peru,2019,N.gonorrhoeae,spectinomycin,115,0
Philippines,2017,Acinetobacter,amikacin,563,172
Philippines,2017,Acinetobacter,colistin,431,13
Philippines,2017,Acinetobacter,gentamicin,913,320
Philippines,2017,Acinetobacter,imipenem,880,352
Philippines,2017,Acinetobacter,meropenem,996,346
Philippines,2017,Acinetobacter,minocycline,107,8
Philippines,2017,E.coli,ampicillin,952,790
Philippines,2017,E.coli,cefepime,940,223
Philippines,2017,E.coli,cefotaxime,464,201
Philippines,2017,E.coli,ceftazidime,954,294
Philippines,2017,E.coli,ceftriaxone,953,358
Philippines,2017,E.coli,ciprofloxacin,947,359
Philippines,2017,E.coli,colistin,233,2
Philippines,2017,E.coli,doripenem,11,0
Philippines,2017,E.coli,ertapenem,599,24
Philippines,2017,E.coli,imipenem,923,44
Philippines,2017,E.coli,levofloxacin,361,134
Philippines,2017,E.coli,meropenem,996,46
Philippines,2017,E.coli,tinidazole,464,201
Philippines,2017,E.coli,trimethoprim/sulfamethoxazole,924,559
Philippines,2017,K.pneumoniae,cefepime,1084,429
Philippines,2017,K.pneumoniae,cefotaxime,598,368
Philippines,2017,K.pneumoniae,ceftazidime,1120,553
Philippines,2017,K.pneumoniae,ceftriaxone,1112,584
Philippines,2017,K.pneumoniae,ciprofloxacin,1037,231
Philippines,2017,K.pneumoniae,colistin,311,8
Philippines,2017,K.pneumoniae,doripenem,11,1
Philippines,2017,K.pneumoniae,ertapenem,631,87
Philippines,2017,K.pneumoniae,imipenem,1044,175
Philippines,2017,K.pneumoniae,levofloxacin,444,76
Philippines,2017,K.pneumoniae,trimethoprim/sulfamethoxazole,1033,554
Philippines,2017,Salmonella,cefotaxime,194,8
Philippines,2017,Salmonella,ceftazidime,26,1
Philippines,2017,Salmonella,ceftriaxone,247,6
Philippines,2017,Salmonella,ciprofloxacin,231,11
Philippines,2017,Salmonella,imipenem,18,1
Philippines,2017,Salmonella,levofloxacin,107,3
Philippines,2017,S.aureus,meticillin,702,408
Philippines,2017,S.pneumoniae,benzylpenicillin,117,14
Philippines,2017,S.pneumoniae,trimethoprim/sulfamethoxazole,124,7
Philippines,2017,N.gonorrhoeae,azithromycin,18,0
Philippines,2017,N.gonorrhoeae,cefixime,116,1
Philippines,2017,N.gonorrhoeae,ceftriaxone,116,1
Philippines,2017,N.gonorrhoeae,ciprofloxacin,116,80
Philippines,2017,N.gonorrhoeae,spectinomycin,107,1
Philippines,2017,Salmonella,cefotaxime,32,4
Philippines,2017,Salmonella,ceftriaxone,34,3
Philippines,2017,Salmonella,ciprofloxacin,37,0
Philippines,2017,Shigella,ciprofloxacin,20,0
Philippines,2017,E.coli,ampicillin,4020,3357
Philippines,2017,E.coli,cefepime,3790,1048
Philippines,2017,E.coli,cefotaxime,2164,1012
Philippines,2017,E.coli,ceftazidime,3785,1330
Philippines,2017,E.coli,ceftriaxone,3921,1675
Philippines,2017,E.coli,ciprofloxacin,3926,1817
Philippines,2017,E.coli,colistin,795,7
Philippines,2017,E.coli,doripenem,115,0
Philippines,2017,E.coli,ertapenem,2458,67
Philippines,2017,E.coli,imipenem,3882,168
Philippines,2017,E.coli,levofloxacin,1732,748
Philippines,2017,E.coli,meropenem,4164,179
Philippines,2017,E.coli,trimethoprim/sulfamethoxazole,3866,2428
Philippines,2017,K.pneumoniae,cefepime,1664,767
Philippines,2017,K.pneumoniae,cefotaxime,846,525
Philippines,2017,K.pneumoniae,ceftazidime,1685,962
Philippines,2017,K.pneumoniae,ceftriaxone,1710,1035
Philippines,2017,K.pneumoniae,ciprofloxacin,1677,676
Philippines,2017,K.pneumoniae,colistin,464,7
Philippines,2017,K.pneumoniae,doripenem,49,1
Philippines,2017,K.pneumoniae,ertapenem,1062,130
Philippines,2017,K.pneumoniae,imipenem,1632,278
Philippines,2017,K.pneumoniae,levofloxacin,754,276
Philippines,2017,K.pneumoniae,trimethoprim/sulfamethoxazole,1620,1018
Philippines,2018,Acinetobacter,amikacin,664,148
Philippines,2018,Acinetobacter,colistin,408,5
Philippines,2018,Acinetobacter,gentamicin,939,297
Philippines,2018,Acinetobacter,imipenem,785,270
Philippines,2018,Acinetobacter,meropenem,896,322
Philippines,2018,Acinetobacter,minocycline,207,6
Philippines,2018,E.coli,ampicillin,1135,904
Philippines,2018,E.coli,cefepime,1156,235
Philippines,2018,E.coli,cefotaxime,602,245
Philippines,2018,E.coli,ceftazidime,1175,308
Philippines,2018,E.coli,ceftriaxone,1191,403
Philippines,2018,E.coli,ciprofloxacin,1151,393
Philippines,2018,E.coli,colistin,332,1
Philippines,2018,E.coli,doripenem,12,1
Philippines,2018,E.coli,ertapenem,846,24
Philippines,2018,E.coli,imipenem,987,36
Philippines,2018,E.coli,levofloxacin,484,180
Philippines,2018,E.coli,meropenem,1160,44
Philippines,2018,E.coli,tinidazole,602,245
Philippines,2018,E.coli,trimethoprim/sulfamethoxazole,1121,722
Philippines,2018,K.pneumoniae,cefepime,1244,548
Philippines,2018,K.pneumoniae,cefotaxime,726,418
Philippines,2018,K.pneumoniae,ceftazidime,1227,623
Philippines,2018,K.pneumoniae,ceftriaxone,1235,680
Philippines,2018,K.pneumoniae,ciprofloxacin,1197,289
Philippines,2018,K.pneumoniae,colistin,332,5
Philippines,2018,K.pneumoniae,doripenem,14,3
Philippines,2018,K.pneumoniae,ertapenem,756,90
Philippines,2018,K.pneumoniae,imipenem,1035,149
Philippines,2018,K.pneumoniae,levofloxacin,576,119
Philippines,2018,K.pneumoniae,trimethoprim/sulfamethoxazole,1161,655
Philippines,2018,Salmonella,cefotaxime,150,5
Philippines,2018,Salmonella,ceftazidime,15,0
Philippines,2018,Salmonella,ceftriaxone,204,6
Philippines,2018,Salmonella,ciprofloxacin,199,6
Philippines,2018,Salmonella,imipenem,12,0
Philippines,2018,Salmonella,levofloxacin,11,0
Philippines,2018,S.aureus,meticillin,1446,818
Philippines,2018,S.pneumoniae,benzylpenicillin,123,18
Philippines,2018,S.pneumoniae,trimethoprim/sulfamethoxazole,151,21
Philippines,2018,N.gonorrhoeae,azithromycin,48,0
Philippines,2018,N.gonorrhoeae,cefixime,95,4
Philippines,2018,N.gonorrhoeae,ceftriaxone,99,4
Philippines,2018,N.gonorrhoeae,ciprofloxacin,100,80
Philippines,2018,N.gonorrhoeae,spectinomycin,47,0
Philippines,2018,Salmonella,cefotaxime,32,4
Philippines,2018,Salmonella,ceftriaxone,36,4
Philippines,2018,Salmonella,ciprofloxacin,43,0
Philippines,2018,Shigella,ciprofloxacin,20,0
Philippines,2018,E.coli,ampicillin,4770,3904
Philippines,2018,E.coli,cefepime,4884,1270
Philippines,2018,E.coli,cefotaxime,2741,1262
Philippines,2018,E.coli,ceftazidime,4995,1631
Philippines,2018,E.coli,ceftriaxone,5046,2078
Philippines,2018,E.coli,ciprofloxacin,4794,2182
Philippines,2018,E.coli,colistin,1097,11
Philippines,2018,E.coli,doripenem,122,3
Philippines,2018,E.coli,ertapenem,3823,145
Philippines,2018,E.coli,imipenem,4207,187
Philippines,2018,E.coli,levofloxacin,2271,973
Philippines,2018,E.coli,meropenem,4962,225
Philippines,2018,E.coli,trimethoprim/sulfamethoxazole,4894,3003
Philippines,2018,K.pneumoniae,cefepime,1921,859
Philippines,2018,K.pneumoniae,cefotaxime,1032,635
Philippines,2018,K.pneumoniae,ceftazidime,1913,1036
Philippines,2018,K.pneumoniae,ceftriaxone,1969,1114
Philippines,2018,K.pneumoniae,ciprofloxacin,1895,678
Philippines,2018,K.pneumoniae,colistin,517,7
Philippines,2018,K.pneumoniae,doripenem,42,3
Philippines,2018,K.pneumoniae,ertapenem,1410,160
Philippines,2018,K.pneumoniae,imipenem,1661,236
Philippines,2018,K.pneumoniae,levofloxacin,1105,353
Philippines,2018,K.pneumoniae,trimethoprim/sulfamethoxazole,1887,1137
Philippines,2019,Acinetobacter,amikacin,731,161
Philippines,2019,Acinetobacter,colistin,513,13
Philippines,2019,Acinetobacter,doripenem,52,17
Philippines,2019,Acinetobacter,gentamicin,1104,331
Philippines,2019,Acinetobacter,imipenem,1010,338
Philippines,2019,Acinetobacter,meropenem,1180,381
Philippines,2019,Acinetobacter,minocycline,295,4
Philippines,2019,E.coli,ampicillin,1356,1113
Philippines,2019,E.coli,cefepime,1353,345
Philippines,2019,E.coli,cefotaxime,750,293
Philippines,2019,E.coli,ceftazidime,1365,429
Philippines,2019,E.coli,ceftriaxone,1350,539
Philippines,2019,E.coli,ciprofloxacin,1349,597
Philippines,2019,E.coli,colistin,330,4
Philippines,2019,E.coli,doripenem,55,8
Philippines,2019,E.coli,ertapenem,1200,56
Philippines,2019,E.coli,imipenem,1206,71
Philippines,2019,E.coli,levofloxacin,556,221
Philippines,2019,E.coli,meropenem,1332,82
Philippines,2019,E.coli,tinidazole,1350,539
Philippines,2019,E.coli,trimethoprim/sulfamethoxazole,1319,781
Philippines,2019,K.pneumoniae,cefepime,1509,629
Philippines,2019,K.pneumoniae,cefotaxime,852,451
Philippines,2019,K.pneumoniae,ceftazidime,1528,781
Philippines,2019,K.pneumoniae,ceftriaxone,1533,827
Philippines,2019,K.pneumoniae,ciprofloxacin,1486,717
Philippines,2019,K.pneumoniae,colistin,331,5
Philippines,2019,K.pneumoniae,doripenem,66,14
Philippines,2019,K.pneumoniae,ertapenem,1251,173
Philippines,2019,K.pneumoniae,imipenem,1364,222
Philippines,2019,K.pneumoniae,levofloxacin,673,172
Philippines,2019,K.pneumoniae,meropenem,1475,263
Philippines,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,1483,783
Philippines,2019,Salmonella,cefotaxime,106,7
Philippines,2019,Salmonella,ceftazidime,17,1
Philippines,2019,Salmonella,ceftriaxone,251,1
Philippines,2019,Salmonella,ciprofloxacin,241,4
Philippines,2019,Salmonella,ertapenem,10,0
Philippines,2019,Salmonella,imipenem,18,0
Philippines,2019,Salmonella,levofloxacin,23,1
Philippines,2019,Salmonella,meropenem,14,0
Philippines,2019,S.aureus,cefoxitin,1086,552
Philippines,2019,S.aureus,meticillin,1696,863
Philippines,2019,S.aureus,oxacillin,1696,863
Philippines,2019,S.pneumoniae,benzylpenicillin,130,18
Philippines,2019,S.pneumoniae,ceftriaxone,26,1
Philippines,2019,S.pneumoniae,oxacillin,43,4
Philippines,2019,S.pneumoniae,trimethoprim/sulfamethoxazole,143,19
Philippines,2019,N.gonorrhoeae,azithromycin,85,2
Philippines,2019,N.gonorrhoeae,cefixime,65,0
Philippines,2019,N.gonorrhoeae,ceftriaxone,83,3
Philippines,2019,N.gonorrhoeae,ciprofloxacin,128,102
Philippines,2019,N.gonorrhoeae,spectinomycin,119,0
Philippines,2019,Salmonella,cefotaxime,17,2
Philippines,2019,Salmonella,ceftriaxone,39,3
Philippines,2019,Salmonella,ciprofloxacin,44,0
Philippines,2019,Shigella,azithromycin,15,6
Philippines,2019,Shigella,cefotaxime,11,1
Philippines,2019,Shigella,ceftriaxone,31,2
Philippines,2019,Shigella,ciprofloxacin,31,0
Philippines,2019,E.coli,ampicillin,5688,4586
Philippines,2019,E.coli,cefepime,5682,1682
Philippines,2019,E.coli,cefotaxime,3230,1464
Philippines,2019,E.coli,ceftazidime,5764,2052
Philippines,2019,E.coli,ceftriaxone,5765,2465
Philippines,2019,E.coli,ciprofloxacin,5721,2874
Philippines,2019,E.coli,colistin,1101,5
Philippines,2019,E.coli,doripenem,205,15
Philippines,2019,E.coli,ertapenem,5348,238
Philippines,2019,E.coli,imipenem,5190,292
Philippines,2019,E.coli,levofloxacin,2421,1063
Philippines,2019,E.coli,meropenem,5717,343
Philippines,2019,E.coli,trimethoprim/sulfamethoxazole,5642,3396
Philippines,2019,K.pneumoniae,cefepime,2391,1041
Philippines,2019,K.pneumoniae,cefotaxime,1404,789
Philippines,2019,K.pneumoniae,ceftazidime,2414,1281
Philippines,2019,K.pneumoniae,ceftriaxone,2406,1316
Philippines,2019,K.pneumoniae,ciprofloxacin,2348,1336
Philippines,2019,K.pneumoniae,colistin,488,11
Philippines,2019,K.pneumoniae,doripenem,91,26
Philippines,2019,K.pneumoniae,ertapenem,2054,260
Philippines,2019,K.pneumoniae,imipenem,2160,338
Philippines,2019,K.pneumoniae,levofloxacin,1141,406
Philippines,2019,K.pneumoniae,meropenem,2351,411
Philippines,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,2345,1353
Philippines,2020,Acinetobacter,amikacin,452,76
Philippines,2020,Acinetobacter,colistin,447,14
Philippines,2020,Acinetobacter,gentamicin,850,272
Philippines,2020,Acinetobacter,imipenem,854,321
Philippines,2020,Acinetobacter,meropenem,844,309
Philippines,2020,Acinetobacter,minocycline,248,0
Philippines,2020,E.coli,ampicillin,783,622
Philippines,2020,E.coli,cefepime,786,152
Philippines,2020,E.coli,cefotaxime,452,161
Philippines,2020,E.coli,ceftazidime,795,238
Philippines,2020,E.coli,ceftriaxone,800,282
Philippines,2020,E.coli,ciprofloxacin,784,327
Philippines,2020,E.coli,colistin,315,6
Philippines,2020,E.coli,doripenem,89,8
Philippines,2020,E.coli,ertapenem,725,43
Philippines,2020,E.coli,imipenem,795,56
Philippines,2020,E.coli,levofloxacin,271,114
Philippines,2020,E.coli,meropenem,766,55
Philippines,2020,E.coli,tinidazole,452,161
Philippines,2020,E.coli,trimethoprim/sulfamethoxazole,794,473
Philippines,2020,K.pneumoniae,cefepime,1120,413
Philippines,2020,K.pneumoniae,cefotaxime,616,333
Philippines,2020,K.pneumoniae,ceftazidime,1128,538
Philippines,2020,K.pneumoniae,ceftriaxone,1143,604
Philippines,2020,K.pneumoniae,ciprofloxacin,1110,562
Philippines,2020,K.pneumoniae,colistin,488,23
Philippines,2020,K.pneumoniae,doripenem,100,22
Philippines,2020,K.pneumoniae,ertapenem,964,162
Philippines,2020,K.pneumoniae,imipenem,1133,235
Philippines,2020,K.pneumoniae,levofloxacin,380,96
Philippines,2020,K.pneumoniae,trimethoprim/sulfamethoxazole,1108,563
Philippines,2020,Salmonella,cefotaxime,85,2
Philippines,2020,Salmonella,ceftazidime,11,0
Philippines,2020,Salmonella,ceftriaxone,128,3
Philippines,2020,Salmonella,ciprofloxacin,127,4
Philippines,2020,Salmonella,imipenem,12,0
Philippines,2020,Salmonella,levofloxacin,16,3
Philippines,2020,S.aureus,meticillin,1160,530
Philippines,2020,S.pneumoniae,benzylpenicillin,37,5
Philippines,2020,S.pneumoniae,trimethoprim/sulfamethoxazole,42,9
Philippines,2020,N.gonorrhoeae,azithromycin,32,0
Philippines,2020,N.gonorrhoeae,cefixime,25,0
Philippines,2020,N.gonorrhoeae,ceftriaxone,41,0
Philippines,2020,N.gonorrhoeae,ciprofloxacin,39,34
Philippines,2020,N.gonorrhoeae,spectinomycin,16,0
Philippines,2020,Salmonella,cefotaxime,18,1
Philippines,2020,Salmonella,ceftriaxone,27,1
Philippines,2020,Salmonella,ciprofloxacin,33,1
Philippines,2020,Shigella,ciprofloxacin,10,1
Philippines,2020,E.coli,ampicillin,2865,2358
Philippines,2020,E.coli,cefepime,2834,770
Philippines,2020,E.coli,cefotaxime,1582,740
Philippines,2020,E.coli,ceftazidime,2896,1032
Philippines,2020,E.coli,ceftriaxone,2931,1292
Philippines,2020,E.coli,ciprofloxacin,2862,1449
Philippines,2020,E.coli,colistin,1080,21
Philippines,2020,E.coli,doripenem,189,13
Philippines,2020,E.coli,ertapenem,2665,196
Philippines,2020,E.coli,imipenem,2888,258
Philippines,2020,E.coli,levofloxacin,1043,529
Philippines,2020,E.coli,meropenem,2831,259
Philippines,2020,E.coli,trimethoprim/sulfamethoxazole,2890,1709
Philippines,2020,K.pneumoniae,cefepime,1407,593
Philippines,2020,K.pneumoniae,cefotaxime,700,398
Philippines,2020,K.pneumoniae,ceftazidime,1444,807
Philippines,2020,K.pneumoniae,ceftriaxone,1458,871
Philippines,2020,K.pneumoniae,ciprofloxacin,1423,831
Philippines,2020,K.pneumoniae,colistin,605,51
Philippines,2020,K.pneumoniae,doripenem,102,9
Philippines,2020,K.pneumoniae,ertapenem,1263,217
Philippines,2020,K.pneumoniae,imipenem,1434,300
Philippines,2020,K.pneumoniae,levofloxacin,545,232
Philippines,2020,K.pneumoniae,trimethoprim/sulfamethoxazole,1425,819
Poland,2017,E.coli,tinidazole,2866,478
Poland,2017,Salmonella,cefotaxime,51,1
Poland,2017,Salmonella,ceftazidime,46,1
Poland,2017,Salmonella,ciprofloxacin,10,4
Poland,2017,Salmonella,imipenem,48,0
Poland,2017,Salmonella,meropenem,53,0
Poland,2017,S.aureus,meticillin,1805,274
Poland,2017,Salmonella,cefotaxime,288,3
Poland,2017,Salmonella,ceftazidime,81,2
Poland,2017,Salmonella,ciprofloxacin,24,0
Poland,2017,Salmonella,ertapenem,81,0
Poland,2017,Salmonella,imipenem,45,0
Poland,2017,Salmonella,meropenem,44,0
Poland,2018,E.coli,tinidazole,2620,461
Poland,2018,Salmonella,cefotaxime,38,0
Poland,2018,Salmonella,ceftazidime,29,0
Poland,2018,Salmonella,ciprofloxacin,36,6
Poland,2018,Salmonella,imipenem,26,0
Poland,2018,Salmonella,meropenem,28,0
Poland,2018,S.aureus,meticillin,1959,311
Poland,2018,Salmonella,cefotaxime,289,1
Poland,2018,Salmonella,ceftazidime,115,1
Poland,2018,Salmonella,ciprofloxacin,136,26
Poland,2018,Salmonella,ertapenem,114,0
Poland,2018,Salmonella,imipenem,97,0
Poland,2018,Salmonella,meropenem,143,0
Poland,2019,Acinetobacter,amikacin,306,115
Poland,2019,Acinetobacter,colistin,222,0
Poland,2019,Acinetobacter,gentamicin,313,178
Poland,2019,Acinetobacter,imipenem,313,224
Poland,2019,Acinetobacter,meropenem,314,216
Poland,2019,E.coli,ampicillin,836,515
Poland,2019,E.coli,cefepime,2084,307
Poland,2019,E.coli,cefotaxime,2467,405
Poland,2019,E.coli,ceftazidime,2403,348
Poland,2019,E.coli,ceftriaxone,677,122
Poland,2019,E.coli,ciprofloxacin,2748,907
Poland,2019,E.coli,colistin,691,0
Poland,2019,E.coli,ertapenem,1057,1
Poland,2019,E.coli,imipenem,2521,0
Poland,2019,E.coli,levofloxacin,560,172
Poland,2019,E.coli,meropenem,2671,0
Poland,2019,E.coli,tinidazole,677,122
Poland,2019,K.pneumoniae,cefepime,944,541
Poland,2019,K.pneumoniae,cefotaxime,1017,595
Poland,2019,K.pneumoniae,ceftazidime,1050,600
Poland,2019,K.pneumoniae,ceftriaxone,290,166
Poland,2019,K.pneumoniae,ciprofloxacin,1159,710
Poland,2019,K.pneumoniae,colistin,414,24
Poland,2019,K.pneumoniae,ertapenem,400,51
Poland,2019,K.pneumoniae,imipenem,1084,88
Poland,2019,K.pneumoniae,levofloxacin,267,153
Poland,2019,K.pneumoniae,meropenem,1146,68
Poland,2019,Salmonella,cefotaxime,55,0
Poland,2019,Salmonella,ceftazidime,44,0
Poland,2019,Salmonella,ceftriaxone,14,0
Poland,2019,Salmonella,ciprofloxacin,50,17
Poland,2019,Salmonella,ertapenem,11,0
Poland,2019,Salmonella,imipenem,45,0
Poland,2019,Salmonella,levofloxacin,14,1
Poland,2019,Salmonella,meropenem,46,0
Poland,2019,S.aureus,cefoxitin,1841,275
Poland,2019,S.aureus,meticillin,1841,275
Poland,2019,S.aureus,oxacillin,29,2
Poland,2019,S.pneumoniae,benzylpenicillin,245,1
Poland,2019,S.pneumoniae,cefotaxime,202,4
Poland,2019,S.pneumoniae,ceftriaxone,204,0
Poland,2019,S.pneumoniae,oxacillin,135,24
Poland,2019,Salmonella,cefotaxime,155,0
Poland,2019,Salmonella,ceftazidime,21,0
Poland,2019,Salmonella,ceftriaxone,48,0
Poland,2019,Salmonella,ciprofloxacin,106,27
Poland,2019,Salmonella,ertapenem,37,0
Poland,2019,Salmonella,imipenem,36,0
Poland,2019,Salmonella,meropenem,37,0
Poland,2020,E.coli,tinidazole,1713,300
Poland,2020,Salmonella,cefotaxime,31,0
Poland,2020,Salmonella,ceftazidime,18,0
Poland,2020,Salmonella,ciprofloxacin,25,10
Poland,2020,Salmonella,imipenem,23,0
Poland,2020,Salmonella,meropenem,24,0
Poland,2020,S.aureus,meticillin,1197,176
Poland,2020,Salmonella,cefotaxime,81,0
Poland,2020,Salmonella,ceftazidime,21,0
Poland,2020,Salmonella,ciprofloxacin,39,8
Poland,2020,Salmonella,ertapenem,29,0
Poland,2020,Salmonella,imipenem,46,0
Poland,2020,Salmonella,meropenem,46,0
Palestine,2019,Acinetobacter,amikacin,58,37
Palestine,2019,Acinetobacter,colistin,51,0
Palestine,2019,Acinetobacter,gentamicin,55,35
Palestine,2019,Acinetobacter,imipenem,30,22
Palestine,2019,Acinetobacter,meropenem,66,48
Palestine,2019,E.coli,ampicillin,131,118
Palestine,2019,E.coli,cefepime,68,30
Palestine,2019,E.coli,cefotaxime,273,114
Palestine,2019,E.coli,ceftazidime,199,88
Palestine,2019,E.coli,ceftriaxone,272,116
Palestine,2019,E.coli,ciprofloxacin,267,127
Palestine,2019,E.coli,colistin,54,1
Palestine,2019,E.coli,ertapenem,281,8
Palestine,2019,E.coli,imipenem,117,6
Palestine,2019,E.coli,meropenem,308,12
Palestine,2019,E.coli,trimethoprim/sulfamethoxazole,117,72
Palestine,2019,K.pneumoniae,cefepime,26,20
Palestine,2019,K.pneumoniae,cefotaxime,95,62
Palestine,2019,K.pneumoniae,ceftazidime,69,47
Palestine,2019,K.pneumoniae,ceftriaxone,85,55
Palestine,2019,K.pneumoniae,ciprofloxacin,88,24
Palestine,2019,K.pneumoniae,colistin,12,0
Palestine,2019,K.pneumoniae,ertapenem,85,5
Palestine,2019,K.pneumoniae,imipenem,50,1
Palestine,2019,K.pneumoniae,meropenem,100,6
Palestine,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,61,44
Palestine,2019,S.aureus,cefoxitin,641,402
Palestine,2019,S.aureus,oxacillin,236,193
Palestine,2019,S.pneumoniae,benzylpenicillin,37,3
Palestine,2019,S.pneumoniae,cefotaxime,34,3
Palestine,2019,S.pneumoniae,ceftriaxone,34,3
Palestine,2019,S.pneumoniae,oxacillin,18,4
Palestine,2019,S.pneumoniae,trimethoprim/sulfamethoxazole,22,8
Palestine,2019,Salmonella,cefotaxime,10,0
Palestine,2019,Salmonella,ciprofloxacin,12,0
Palestine,2019,E.coli,ampicillin,2905,2358
Palestine,2019,E.coli,cefepime,1700,594
Palestine,2019,E.coli,cefotaxime,4973,1841
Palestine,2019,E.coli,ceftazidime,3736,1346
Palestine,2019,E.coli,ceftriaxone,4658,1725
Palestine,2019,E.coli,ciprofloxacin,4772,1521
Palestine,2019,E.coli,colistin,325,11
Palestine,2019,E.coli,ertapenem,4969,50
Palestine,2019,E.coli,imipenem,2033,19
Palestine,2019,E.coli,meropenem,5361,48
Palestine,2019,E.coli,trimethoprim/sulfamethoxazole,4850,2685
Palestine,2019,K.pneumoniae,cefepime,296,146
Palestine,2019,K.pneumoniae,cefotaxime,839,441
Palestine,2019,K.pneumoniae,ceftazidime,632,334
Palestine,2019,K.pneumoniae,ceftriaxone,719,393
Palestine,2019,K.pneumoniae,ciprofloxacin,824,280
Palestine,2019,K.pneumoniae,colistin,77,3
Palestine,2019,K.pneumoniae,ertapenem,818,40
Palestine,2019,K.pneumoniae,imipenem,479,19
Palestine,2019,K.pneumoniae,meropenem,878,44
Palestine,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,825,500
Qatar,2019,Acinetobacter,amikacin,26,0
Qatar,2019,Acinetobacter,gentamicin,26,0
Qatar,2019,Acinetobacter,imipenem,15,1
Qatar,2019,Acinetobacter,meropenem,25,1
Qatar,2019,Acinetobacter,tigecycline,13,1
Qatar,2019,E.coli,ampicillin,508,380
Qatar,2019,E.coli,cefepime,507,170
Qatar,2019,E.coli,ceftazidime,508,147
Qatar,2019,E.coli,ceftriaxone,507,248
Qatar,2019,E.coli,ciprofloxacin,508,231
Qatar,2019,E.coli,colistin,209,0
Qatar,2019,E.coli,ertapenem,507,6
Qatar,2019,E.coli,imipenem,384,1
Qatar,2019,E.coli,levofloxacin,505,221
Qatar,2019,E.coli,meropenem,429,1
Qatar,2019,E.coli,trimethoprim/sulfamethoxazole,508,269
Qatar,2019,K.pneumoniae,cefepime,220,44
Qatar,2019,K.pneumoniae,ceftazidime,219,54
Qatar,2019,K.pneumoniae,ceftriaxone,218,58
Qatar,2019,K.pneumoniae,ciprofloxacin,220,69
Qatar,2019,K.pneumoniae,colistin,102,4
Qatar,2019,K.pneumoniae,ertapenem,219,14
Qatar,2019,K.pneumoniae,imipenem,163,12
Qatar,2019,K.pneumoniae,levofloxacin,215,40
Qatar,2019,K.pneumoniae,meropenem,182,12
Qatar,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,220,69
Qatar,2019,Salmonella,ceftazidime,183,27
Qatar,2019,Salmonella,ceftriaxone,183,27
Qatar,2019,Salmonella,ciprofloxacin,185,52
Qatar,2019,Salmonella,ertapenem,183,0
Qatar,2019,Salmonella,imipenem,139,0
Qatar,2019,Salmonella,levofloxacin,181,49
Qatar,2019,Salmonella,meropenem,154,1
Qatar,2019,S.aureus,cefoxitin,174,57
Qatar,2019,S.aureus,oxacillin,213,72
Qatar,2019,S.pneumoniae,benzylpenicillin,100,21
Qatar,2019,S.pneumoniae,ceftriaxone,95,0
